logo-PsAlMQQF src	apply-common-tooltip	apply-common-tooltip href	apply-common-tooltip 2	cell-RLhfr_y4	positive-p_QIAEOQ	cell-RLhfr_y4 2	cell-RLhfr_y4 3	cell-RLhfr_y4 4	cell-RLhfr_y4 5	currency-WyLKdeog 5	cell-RLhfr_y4 6	currency-WyLKdeog 6	positive-p_QIAEOQ 2	dataMode-FRcSVmGO
https://s3-symbol-logo.tradingview.com/sumber-tani-agung-resources-tbk.svg	STAA	https://www.tradingview.com/symbols/IDX-STAA/	SUMBER TANIAGUNG RESOURCES TBK	674.94 M	1.0837	408.1 M	379.6 M	83.36 M	397.54 M	USD	0.01	USD	0.8879	D
https://s3-symbol-logo.tradingview.com/xiamen-amoytop-biotech.svg	688278	https://www.tradingview.com/symbols/SSE-688278/	XIAMEN AMOYTOP BIOTECH CO LTD	403.75 M	0.3235	385.57 M	134.53 M	121.36 M	—	USD	0.3		0.468	D
https://s3-symbol-logo.tradingview.com/flatexdegiro.svg	FTK	https://www.tradingview.com/symbols/XETR-FTK/	FLATEXDEGIRO AG	496.93 M	0.2285	383.56 M	177.69 M	115.46 M	219.32 M	USD	1.05	USD	0.556	D
https://s3-symbol-logo.tradingview.com/athabasca.svg	ATH	https://www.tradingview.com/symbols/TSX-ATH/	ATHABASCA OIL CORP	978.23 M	0.1599	365.67 M	333.35 M	348.21 M	424.12 M	USD	0.64	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/multiplan-on-n2.svg	MULT3	https://www.tradingview.com/symbols/BMFBOVESPA-MULT3/	MULTIPLAN ON N2	445.7 M	0.2195	364.89 M	300.14 M	228.87 M	325.13 M	USD	0.42	USD	0.313	D
https://s3-symbol-logo.tradingview.com/badger-meter.svg	BMI	https://www.tradingview.com/symbols/NYSE-BMI/	Badger Meter, Inc.	852.49 M	0.1508	347.44 M	170.78 M	134.21 M	203.24 M	USD	4.54	USD	0.3085	
https://s3-symbol-logo.tradingview.com/china-overseas-ppty-hldgs-ltd.svg	2669	https://www.tradingview.com/symbols/HKEX-2669/	CHINA OVERSEAS PROPERTY HLDGS LTD	1.98 B	0.2026	346.11 M	284.14 M	210.8 M	—	USD	0.06		0.2876	D
https://s3-symbol-logo.tradingview.com/hunan-gold-corpora.svg	2155	https://www.tradingview.com/symbols/SZSE-002155/	HUNAN GOLD CORPORA	4.55 B	0.3017	345.79 M	169.29 M	140.03 M	—	USD	0.12		0.8646	D
https://s3-symbol-logo.tradingview.com/lig-nex1-co-ltd.svg	79550	https://www.tradingview.com/symbols/KRX-079550/	LIG NEX1 CO., LTD.	2.31 B	0.3545	344.25 M	170.39 M	165.62 M	227.31 M	USD	7.6	USD	0.3955	D
https://s3-symbol-logo.tradingview.com/beijing-enlight-me.svg	300251	https://www.tradingview.com/symbols/SZSE-300251/	BEIJING ENLIGHT ME	480.09 M	0.5831	332.89 M	296.1 M	259.43 M	—	USD	0.09		1.606	D
https://s3-symbol-logo.tradingview.com/topicus-com.svg	TOI	https://www.tradingview.com/symbols/TSXV-TOI/	TOPICUS COM INC	1.39 B	0.1762	326.92 M	220.83 M	102.45 M	403.63 M	USD	0.79	USD	0.1665	D
https://s3-symbol-logo.tradingview.com/metrogas-sa.svg	METR	https://www.tradingview.com/symbols/BCBA-METR/	METROGAS SA	946.96 M	1.9494	326.25 M	166.91 M	135.67 M	208.19 M	USD	0.24	USD	0.44	D
https://s3-symbol-logo.tradingview.com/alchip-technologies-limitd.svg	3661	https://www.tradingview.com/symbols/TWSE-3661/	ALCHIP TECHNOLOGIES LIMITD	1.56 B	0.4739	314.54 M	203.75 M	200.74 M	297.71 M	USD	2.45	USD	0.5882	D
https://s3-symbol-logo.tradingview.com/santos-brp.svg	STBP3	https://www.tradingview.com/symbols/BMFBOVESPA-STBP3/	SANTOS BRP ON NM	549.76 M	0.335	307.44 M	238.52 M	138.71 M	285.44 M	USD	0.16	USD	0.3155	D
https://s3-symbol-logo.tradingview.com/ramelius-resources.svg	RMS	https://www.tradingview.com/symbols/ASX-RMS/	RAMELIUS RESOURCES LIMITED	644.61 M	0.5437	283.73 M	275.67 M	213.88 M	386.82 M	USD	0.19	USD	3.1094	D
https://s3-symbol-logo.tradingview.com/suzhou-tfc-optical.svg	300394	https://www.tradingview.com/symbols/SZSE-300394/	SUZHOU TFC OPTICAL	472.19 M	0.4512	275.02 M	205.48 M	193.18 M	—	USD	0.35		0.5247	D
https://s3-symbol-logo.tradingview.com/polar-capital-technology-trust-plc-ord-25p.svg	PCT	https://www.tradingview.com/symbols/LSE-PCT/	POLAR CAPITAL TECHNOLOGY TRUST PLC ORD GBP0.025	311.84 M	#ERROR!	274.56 M	1.59 B	1.57 B	1.59 B	USD	1.29	USD	1.4667	
https://s3-symbol-logo.tradingview.com/guangxi-huaxi-nonferrous-metal-coltd.svg	600301	https://www.tradingview.com/symbols/SSE-600301/	GUANGXI HUAXI NONFERROUS METAL CO L	653.49 M	0.4931	271.27 M	181.91 M	82.26 M	—	USD	0.13		0.3206	D
	2520	https://www.tradingview.com/symbols/TWSE-2520/	KINDOM DEVELOPMENT CO LTD	859.35 M	0.4468	267.13 M	215.27 M	157.4 M	229.22 M	USD	0.29	USD	0.9634	D
https://s3-symbol-logo.tradingview.com/domdev.svg	DOM	https://www.tradingview.com/symbols/GPW-DOM/	DOMDEV	826.92 M	0.3163	266.5 M	190.75 M	149.74 M	197.29 M	USD	5.8	USD	0.3214	D
https://s3-symbol-logo.tradingview.com/jf-smartinvest-ltd.svg	9636	https://www.tradingview.com/symbols/HKEX-9636/	JF SMARTINVEST HOLDINGS LTD	321.76 M	0.154	264.3 M	42.3 M	38.05 M	54.98 M	USD	0.08	USD	0.5095	D
	2059	https://www.tradingview.com/symbols/TWSE-2059/	KING SLIDE WORKS CO	365.05 M	0.8573	262.97 M	234.82 M	218.81 M	244.9 M	USD	2.28	USD	1.0003	D
https://s3-symbol-logo.tradingview.com/wilson-sons-on-eb-nm.svg	PORT3	https://www.tradingview.com/symbols/BMFBOVESPA-PORT3/	WILSON SONS ON ED NM	534.15 M	0.222	255.49 M	156.02 M	100.05 M	227.64 M	USD	0.23	USD	0.3567	D
https://s3-symbol-logo.tradingview.com/lafarge-cement-wapco-plc.svg	WAPCO	https://www.tradingview.com/symbols/NSENG-WAPCO/	LAFARGE CEMENT WAPCO PLC	494.09 M	0.7883	245.81 M	138.62 M	87.88 M	157.36 M	USD	0.01	USD	2.4725	
https://s3-symbol-logo.tradingview.com/triputra-agro-persada-tbk.svg	TAPG	https://www.tradingview.com/symbols/IDX-TAPG/	TRIPUTRA AGRO PERSADA TBK	622.77 M	0.2487	245.05 M	193.91 M	213.28 M	234.97 M	USD	0.01	USD	1.1105	D
https://s3-symbol-logo.tradingview.com/kayne-anderson.svg	KYN	https://www.tradingview.com/symbols/NYSE-KYN/	Kayne Anderson Energy Infrastructure Fund, Inc.	279.32 M	0.3673	241.28 M	1.21 B	929.67 M	1.21 B	USD	5.5	USD	5.7257	
https://s3-symbol-logo.tradingview.com/posiflex-technologies.svg	8114	https://www.tradingview.com/symbols/TWSE-8114/	POSIFLEX TECHNOLOGIES INC	528.74 M	0.8133	241.01 M	120.47 M	41.6 M	129.8 M	USD	0.46	USD	2.0982	D
https://s3-symbol-logo.tradingview.com/compania-minera-poderosa-sa.svg	PODERC1	https://www.tradingview.com/symbols/BVL-PODERC1/	COMPANIA MINERA PODEROSA SA	695.74 M	0.3171	239.96 M	173.66 M	110.03 M	269.78 M	USD	0.1	USD	0.3396	D
https://s3-symbol-logo.tradingview.com/propel-hldgs.svg	PRL	https://www.tradingview.com/symbols/TSX-PRL/	PROPEL HOLDINGS INC	476.7 M	0.4636	239.66 M	106.82 M	55.26 M	112.91 M	USD	1.39	USD	0.6292	D
https://s3-symbol-logo.tradingview.com/shenyang-xingqi-ph.svg	300573	https://www.tradingview.com/symbols/SZSE-300573/	SHENYANG XINGQI PH	289.39 M	0.3883	235.38 M	71.21 M	61.88 M	—	USD	0.25		0.7463	D
https://s3-symbol-logo.tradingview.com/jamjoom-pharmaceuticals-factory-co.svg	4015	https://www.tradingview.com/symbols/TADAWUL-4015/	JAMJOOM PHARMACEUTICALS FACTORY CO.	370.13 M	0.1741	229.96 M	109.42 M	109.29 M	120.09 M	USD	1.56	USD	0.3204	D
https://s3-symbol-logo.tradingview.com/peptidream.svg	4587	https://www.tradingview.com/symbols/TSE-4587/	PEPTIDREAM INC	311.2 M	0.6689	229.94 M	140.8 M	98.82 M	155.25 M	USD	0.76	USD	5.0691	D
https://s3-symbol-logo.tradingview.com/sezzle.svg	SEZL	https://www.tradingview.com/symbols/NASDAQ-SEZL/	Sezzle Inc.	329.06 M	0.9169	217.37 M	118.31 M	106.68 M	119.32 M	USD	2.96	USD	6.7636	
https://s3-symbol-logo.tradingview.com/wesdome-gold-mines.svg	WDO	https://www.tradingview.com/symbols/TSX-WDO/	WESDOME GOLD MINES LTD	448.09 M	0.8044	215.95 M	195.53 M	130.1 M	265.7 M	USD	0.86	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/mineros-sa.svg	MINEROS	https://www.tradingview.com/symbols/BVC-MINEROS/	MINEROS S.A.	582.03 M	0.2141	208.01 M	183.93 M	107.44 M	233.67 M	USD	0.36	USD	1.3052	D
https://s3-symbol-logo.tradingview.com/shanghai-friendess-electronic-technology-limited.svg	688188	https://www.tradingview.com/symbols/SSE-688188/	SHANGHAI BOCHU ELECTRONIC TECH CORP	251.41 M	0.2188	200.34 M	127.68 M	130.13 M	—	USD	0.63		0.1919	D
https://s3-symbol-logo.tradingview.com/aradel.svg	ARADEL	https://www.tradingview.com/symbols/NSENG-ARADEL/	ARADEL	416.07 M	1.2389	198.51 M	188.3 M	164.92 M	242.6 M	USD	0.04	USD	2.9541	
https://s3-symbol-logo.tradingview.com/headwater-exploration.svg	HWX	https://www.tradingview.com/symbols/TSX-HWX/	HEADWATER EXPLORATION INC	375.77 M	0.2048	198.01 M	182.11 M	139.25 M	271.33 M	USD	0.58	USD	0.2233	D
https://s3-symbol-logo.tradingview.com/hugel.svg	145020	https://www.tradingview.com/symbols/KRX-145020/	HUGEL, INC.	262.28 M	0.1788	195.56 M	122.12 M	97.25 M	132.26 M	USD	8.65	USD	0.529	D
https://s3-symbol-logo.tradingview.com/cairn-homes-plc.svg	CRN	https://www.tradingview.com/symbols/LSE-CRN/	CAIRN HOMES PLC ORD EUR0.001 (CDI)	890.16 M	0.2307	193.55 M	155.29 M	118.61 M	158.11 M	USD	0.18	USD	0.347	
https://s3-symbol-logo.tradingview.com/fuzhou-rockchip-electronics-co-ltd.svg	603893	https://www.tradingview.com/symbols/SSE-603893/	FUZHOU ROCKCHIP ELECTRONICS CO LTD	475.48 M	0.4742	192.96 M	78.54 M	101.49 M	—	USD	0.24		2.3244	D
https://s3-symbol-logo.tradingview.com/jusung-engineering-coltd.svg	36930	https://www.tradingview.com/symbols/KRX-036930/	JUSUNG ENGINEERING CO.,LTD.	319.73 M	0.7375	192.88 M	82.58 M	79.95 M	95.13 M	USD	1.71	USD	2.0221	D
https://s3-symbol-logo.tradingview.com/basilea-n.svg	BSLN	https://www.tradingview.com/symbols/SIX-BSLN/	BASILEA N	229.62 M	0.323	187.03 M	67.36 M	85.44 M	71.25 M	USD	6.41	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/pharmaresearch.svg	214450	https://www.tradingview.com/symbols/KRX-214450/	PHARMARESEARCH	264.81 M	0.3997	186.06 M	97.28 M	74.91 M	106.91 M	USD	5.81	USD	0.163	D
https://s3-symbol-logo.tradingview.com/navigator-global-invts-ltd.svg	NGI	https://www.tradingview.com/symbols/ASX-NGI/	NAVIGATOR GLOBAL INVESTMENTS LIMITED	360.99 M	0.2909	180.06 M	163.98 M	137.01 M	172.01 M	USD	0.3	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/hilan.svg	HLAN	https://www.tradingview.com/symbols/TASE-HLAN/	HILAN	781.45 M	0.2287	179.66 M	90.91 M	68.38 M	122.28 M	USD	2.93	USD	0.3986	D
https://s3-symbol-logo.tradingview.com/ifast.svg	AIY	https://www.tradingview.com/symbols/SGX-AIY/	IFAST	302.4 M	0.3998	175.48 M	70.34 M	52.95 M	91.77 M	USD	0.17	USD	0.7778	D
https://s3-symbol-logo.tradingview.com/raya-for-financial-investments.svg	RAYA	https://www.tradingview.com/symbols/EGX-RAYA/	RAYA HOLDING FOR FINANCIAL INVESTMENTS	830.87 M	0.4121	173.93 M	73.82 M	23.53 M	86.01 M	USD	0	USD	1	D
https://s3-symbol-logo.tradingview.com/silicon-2-coltd.svg	257720	https://www.tradingview.com/symbols/KRX-257720/	SILICON 2 CO.,LTD.	531.41 M	0.8108	171.18 M	105.2 M	90.44 M	109.45 M	USD	1.48	USD	1.3439	D
https://s3-symbol-logo.tradingview.com/celebi.svg	CLEBI	https://www.tradingview.com/symbols/BIST-CLEBI/	CELEBI	541.26 M	0.6496	169.57 M	121.11 M	92.16 M	147.39 M	USD	3.79	USD	0.7205	D
https://s3-symbol-logo.tradingview.com/vt.svg	18290	https://www.tradingview.com/symbols/KRX-018290/	VT	290.48 M	0.2316	167.97 M	78.27 M	70.4 M	81.91 M	USD	2.02	USD	1.4841	D
https://s3-symbol-logo.tradingview.com/tianli-international-ltd.svg	1773	https://www.tradingview.com/symbols/HKEX-1773/	TIANLI INTERNATIONAL HOLDINGS LTD	493.24 M	0.1687	167.71 M	129.18 M	95.09 M	169.41 M	USD	0.05	USD	0.515	D
https://s3-symbol-logo.tradingview.com/anji-microelectronics-technology-shanghai.svg	688019	https://www.tradingview.com/symbols/SSE-688019/	ANJI MICROELECTRONICS TECHNOLOGY	275.43 M	0.486	167.57 M	77.8 M	82.3 M	—	USD	0.64		0.3805	D
https://s3-symbol-logo.tradingview.com/united-states-lime-and-minerals.svg	USLM	https://www.tradingview.com/symbols/NASDAQ-USLM/	United States Lime & Minerals, Inc.	337.29 M	0.1783	159.2 M	139.06 M	120.51 M	163.31 M	USD	4.2	USD	0.5009	
	3227	https://www.tradingview.com/symbols/TPEX-3227/	PIXART IMAGING	269.32 M	0.3769	159.17 M	60.74 M	62.2 M	71.72 M	USD	0.42	USD	0.8595	
https://s3-symbol-logo.tradingview.com/ufp-technologies.svg	UFPT	https://www.tradingview.com/symbols/NASDAQ-UFPT/	UFP Technologies, Inc.	547.56 M	0.3443	158.76 M	91.73 M	63.47 M	108.08 M	USD	8.16	USD	0.3151	
https://s3-symbol-logo.tradingview.com/naturgy.svg	GBAN	https://www.tradingview.com/symbols/BCBA-GBAN/	NATURGY BAN SA	502.19 M	2.1415	156 M	96.4 M	77.79 M	111.31 M	USD	0.24	USD	5.88	D
https://s3-symbol-logo.tradingview.com/syn-prop-tecon-nm.svg	SYNE3	https://www.tradingview.com/symbols/BMFBOVESPA-SYNE3/	SYN PROP TECON NM	290.35 M	2.7686	154.06 M	137.55 M	97.7 M	151.14 M	USD	0.64	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/zeal-network-se.svg	TIMA	https://www.tradingview.com/symbols/XETR-TIMA/	ZEAL NETWORK SE	219.86 M	0.62	153.38 M	66.74 M	50.6 M	75.89 M	USD	2.36	USD	0.5884	D
https://s3-symbol-logo.tradingview.com/technology-one-limited.svg	TNE	https://www.tradingview.com/symbols/ASX-TNE/	TECHNOLOGY ONE LIMITED	344.26 M	0.1752	142.64 M	103.78 M	83.02 M	150.61 M	USD	0.25	USD	0.2064	D
https://s3-symbol-logo.tradingview.com/argan.svg	AGX	https://www.tradingview.com/symbols/NYSE-AGX/	Argan, Inc.	874.18 M	0.5247	142.48 M	91.59 M	85.46 M	93.89 M	USD	6.11	USD	1.5568	
https://s3-symbol-logo.tradingview.com/psk.svg	319660	https://www.tradingview.com/symbols/KRX-319660/	PSK INC.	285.03 M	0.2207	142.34 M	57.52 M	52.95 M	63.9 M	USD	1.83	USD	0.2626	D
	214150	https://www.tradingview.com/symbols/KRX-214150/	CLASSYS INC.	182.03 M	0.408	140.48 M	90.93 M	68.58 M	97.41 M	USD	1.05	USD	0.2263	D
https://s3-symbol-logo.tradingview.com/wanguo-gold-ltd.svg	3939	https://www.tradingview.com/symbols/HKEX-3939/	WANGUO GOLD GROUP LTD	261.67 M	0.4022	139.1 M	112.81 M	80.28 M	126.41 M	USD	0.08	USD	0.4648	D
https://s3-symbol-logo.tradingview.com/aspeed-technology.svg	5274	https://www.tradingview.com/symbols/TPEX-5274/	ASPEED TECHNOLOGY INC	225.76 M	1.1619	138.56 M	106.97 M	92.17 M	115.11 M	USD	2.43	USD	1.5266	
https://s3-symbol-logo.tradingview.com/apex-mining-company.svg	APX	https://www.tradingview.com/symbols/PSE-APX/	APEX MINING COMPANY, INC.	270.57 M	0.2549	138.4 M	128.81 M	87.86 M	152.76 M	USD	0.02	USD	0.3162	D
https://s3-symbol-logo.tradingview.com/centrus.svg	LEU	https://www.tradingview.com/symbols/AMEX-LEU/	Centrus Energy Corp.	471.4 M	0.5872	130.3 M	79.4 M	106.5 M	90.4 M	USD	6.38	USD	0.4028	
https://s3-symbol-logo.tradingview.com/simplex-hldgs.svg	4373	https://www.tradingview.com/symbols/TSE-4373/	SIMPLEX HLDGS INC	315.93 M	0.1642	130.13 M	71.59 M	51.87 M	89.96 M	USD	0.87	USD	0.2589	D
https://s3-symbol-logo.tradingview.com/port.svg	7047	https://www.tradingview.com/symbols/TSE-7047/	PORT INC	146.41 M	0.3214	126.6 M	17.85 M	12.63 M	22.31 M	USD	0.93	USD	0.2154	D
https://s3-symbol-logo.tradingview.com/suzhou-hengmingda.svg	2947	https://www.tradingview.com/symbols/SZSE-002947/	SUZHOU HENGMINGDA	371.66 M	0.4303	125.72 M	69.51 M	68.14 M	—	USD	0.28		0.4781	D
https://s3-symbol-logo.tradingview.com/asian-terminals.svg	ATI	https://www.tradingview.com/symbols/PSE-ATI/	ASIAN TERMINALS, INC.	253.16 M	0.1573	125.26 M	126.84 M	90.17 M	162.79 M	USD	0.05	USD	0.2908	D
https://s3-symbol-logo.tradingview.com/golden-throat-hldgs-co-ltd.svg	6896	https://www.tradingview.com/symbols/HKEX-6896/	GOLDEN THROAT HLDGS GROUP CO LTD	165.34 M	0.2089	123.6 M	58.76 M	44.46 M	63.78 M	USD	0.06	USD	0.2498	D
https://s3-symbol-logo.tradingview.com/gambling-com-group.svg	GAMB	https://www.tradingview.com/symbols/NASDAQ-GAMB/	Gambling.com Group Limited	138.6 M	0.2467	122.1 M	39.48 M	34.61 M	48.43 M	USD	0.96	USD	0.9526	
https://s3-symbol-logo.tradingview.com/economic-investment.svg	EVT	https://www.tradingview.com/symbols/TSX-EVT/	ECONOMIC INVESTMENT TRUST	123.02 M	4.1345	121.79 M	196.36 M	181.16 M	196.36 M	USD	3.34	USD	0.3411	D
	3030	https://www.tradingview.com/symbols/TWSE-3030/	TEST RESEARCH INC	203.95 M	0.4199	120.25 M	66.39 M	58.88 M	72.25 M	USD	0.25	USD	0.6525	D
https://s3-symbol-logo.tradingview.com/alexandria-containers-and-goods.svg	ALCN	https://www.tradingview.com/symbols/EGX-ALCN/	ALEXANDRIA CONTAINERS AND GOODS	152.19 M	1.3747	119.78 M	112.11 M	146.52 M	114.82 M	USD	0.05	USD	2.0555	D
https://s3-symbol-logo.tradingview.com/friedrich-vorwerk-se.svg	VH2	https://www.tradingview.com/symbols/XETR-VH2/	FRIEDRICH VORWERK GRP SE	600.08 M	0.4714	116.04 M	71.14 M	46.27 M	94.77 M	USD	2.31	USD	2.9036	D
https://s3-symbol-logo.tradingview.com/eugene-technology-co-ltd.svg	84370	https://www.tradingview.com/symbols/KRX-084370/	EUGENE TECHNOLOGY CO., LTD.	238.15 M	0.3195	115.52 M	44.83 M	43.78 M	57.62 M	USD	1.97	USD	2.2126	D
https://s3-symbol-logo.tradingview.com/quechen-silicon-chemical.svg	605183	https://www.tradingview.com/symbols/SSE-605183/	QUECHEN SILICON CHEMICAL CO LTD	302.11 M	0.1546	111.46 M	80.93 M	76.62 M	—	USD	0.19		0.2425	D
https://s3-symbol-logo.tradingview.com/ememory-technology.svg	3529	https://www.tradingview.com/symbols/TPEX-3529/	EMEMORY TECHNOLOGY INC.	111.66 M	0.1663	106.97 M	62.77 M	56.07 M	67.45 M	USD	0.75	USD	0.1719	
	1442	https://www.tradingview.com/symbols/TWSE-1442/	ADVANCETEK ENTERPRICE	248.61 M	0.239	106.13 M	86.08 M	77.51 M	86.57 M	USD	0.21	USD	0.2307	D
https://s3-symbol-logo.tradingview.com/thor-exploration-ltd.svg	THX	https://www.tradingview.com/symbols/TSXV-THX/	THOR EXPLORATIONS	184.43 M	0.3936	106.03 M	96.18 M	87.17 M	127.35 M	USD	0.13	USD	7.5247	D
https://s3-symbol-logo.tradingview.com/infracap-mlp.svg	AIO	https://www.tradingview.com/symbols/NYSE-AIO/	Virtus Artificial Intelligence & Technology Opportunities Fund	116.94 M	1.4829	105.6 M	169.14 M	161.67 M	169.14 M	USD	4.7	USD	0.8912	
https://s3-symbol-logo.tradingview.com/gan-shmuel.svg	GSFI	https://www.tradingview.com/symbols/TASE-GSFI/	GAN SHMUEL	313.14 M	0.1933	104.82 M	59.51 M	43.08 M	67.77 M	USD	2.87	USD	1.8235	D
https://s3-symbol-logo.tradingview.com/hemnet-ab.svg	HEM	https://www.tradingview.com/symbols/OMXSTO-HEM/	HEMNET GROUP AB	145.79 M	0.3761	104.32 M	66.42 M	50.78 M	75.12 M	USD	0.53	USD	0.4389	D
https://s3-symbol-logo.tradingview.com/netwealth.svg	NWL	https://www.tradingview.com/symbols/ASX-NWL/	NETWEALTH GROUP LIMITED	172.97 M	0.2424	103.65 M	81.7 M	62.9 M	84.38 M	USD	0.26	USD	0.3376	D
https://s3-symbol-logo.tradingview.com/fap-agri-tbk.svg	FAPA	https://www.tradingview.com/symbols/IDX-FAPA/	FAP AGRI TBK	371.66 M	0.2529	100.99 M	74 M	49.53 M	111.3 M	USD	0.01	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/mandalay-resources.svg	MND	https://www.tradingview.com/symbols/TSX-MND/	MANDALAY RESOURCES CORP	245.97 M	0.413	100.61 M	89.88 M	55 M	123.96 M	USD	0.58	USD	3.4158	D
	2718	https://www.tradingview.com/symbols/TPEX-2718/	ALLMIND HOLDINGS CORPORATION	119.54 M	1.3768	98.77 M	94.04 M	91.73 M	94.66 M	USD	1.04	USD	4.7266	
https://s3-symbol-logo.tradingview.com/smartgroup-ltd.svg	SIQ	https://www.tradingview.com/symbols/ASX-SIQ/	SMARTGROUP CORPORATION LTD	189.22 M	0.2155	97.16 M	67.88 M	46.77 M	74.55 M	USD	0.36	USD	0.2165	D
https://s3-symbol-logo.tradingview.com/invisio-ab.svg	IVSO	https://www.tradingview.com/symbols/OMXSTO-IVSO/	INVISIO AB	181.86 M	0.484	96.88 M	37.64 M	29.26 M	41.49 M	USD	0.62	USD	0.8736	D
https://s3-symbol-logo.tradingview.com/landk-engineering-suzhou-coltd.svg	603929	https://www.tradingview.com/symbols/SSE-603929/	L AND K ENGINEERING (SUZHOU) CO LTD	704.4 M	0.2876	96.58 M	87.62 M	82.8 M	—	USD	0.39		0.6197	D
https://s3-symbol-logo.tradingview.com/national-foods.svg	NATF	https://www.tradingview.com/symbols/PSX-NATF/	NATIONAL FOODS LTD	340.71 M	0.1597	95.93 M	24.88 M	11.43 M	35.52 M	USD	0.05	USD	0.4348	D
https://s3-symbol-logo.tradingview.com/mesabi-trust.svg	MSB	https://www.tradingview.com/symbols/NYSE-MSB/	Mesabi Trust	98.6 M	3.3126	93.27 M	93.27 M	93.27 M	93.27 M	USD	7.11	USD	3.9135	
https://s3-symbol-logo.tradingview.com/climb-global-solutions.svg	CLMB	https://www.tradingview.com/symbols/NASDAQ-CLMB/	Climb Global Solutions, Inc.	511.23 M	0.4225	92.32 M	31.58 M	19.11 M	37.3 M	USD	4.26	USD	0.6502	
	6187	https://www.tradingview.com/symbols/TPEX-6187/	ALL RING TECH CO	182.09 M	2.5623	92.03 M	50.01 M	44.56 M	51.66 M	USD	0.48	USD	3.6963	
https://s3-symbol-logo.tradingview.com/cicor-tech-n.svg	CICN	https://www.tradingview.com/symbols/SIX-CICN/	CICOR TECH N	529.44 M	0.2333	91.76 M	42.47 M	30.01 M	64.25 M	USD	8.03	USD	2.7962	D
https://s3-symbol-logo.tradingview.com/pro-medicus.svg	PME	https://www.tradingview.com/symbols/ASX-PME/	PRO MEDICUS LIMITED	114.19 M	0.2987	89.33 M	82.43 M	60.81 M	86.92 M	USD	0.58	USD	0.4097	D
https://s3-symbol-logo.tradingview.com/next-vision-stabil.svg	NXSN	https://www.tradingview.com/symbols/TASE-NXSN/	NEXT VISION STABIL	122.46 M	0.7376	89.14 M	78.4 M	71.61 M	79.69 M	USD	0.86	USD	0.8448	D
https://s3-symbol-logo.tradingview.com/daewonsanup.svg	5710	https://www.tradingview.com/symbols/KRX-005710/	DAEWONSANUP	672.96 M	0.2822	87.36 M	61.3 M	59.91 M	73.6 M	USD	2.99	USD	1.2299	D
https://s3-symbol-logo.tradingview.com/psk.svg	31980	https://www.tradingview.com/symbols/KRX-031980/	PSK HOLDINGS INC.	140.78 M	0.769	87.11 M	55.76 M	62.42 M	60.24 M	USD	2.89	USD	0.6925	D
https://s3-symbol-logo.tradingview.com/global-standard-technology-co-ltd.svg	83450	https://www.tradingview.com/symbols/KRX-083450/	GLOBAL STANDARD TECHNOLOGY CO., LTD.	233.06 M	0.2058	87.05 M	40.59 M	30.46 M	43.76 M	USD	1.66	USD	0.2451	D
https://s3-symbol-logo.tradingview.com/pharmanutra.svg	PHN	https://www.tradingview.com/symbols/MIL-PHN/	PHARMANUTRA	127.83 M	0.1778	87.01 M	29.14 M	17.76 M	32.69 M	USD	1.85	USD	0.6372	
https://s3-symbol-logo.tradingview.com/fortnox-ab.svg	FNOX	https://www.tradingview.com/symbols/OMXSTO-FNOX/	FORTNOX AB	212.39 M	0.2319	86.7 M	86.7 M	76.38 M	107.14 M	USD	0.13	USD	0.2561	D
https://s3-symbol-logo.tradingview.com/six-of-october-development-and-investment-sodic.svg	OCDI	https://www.tradingview.com/symbols/EGX-OCDI/	SIX OF OCTOBER DEVELOPMENT & INVESTMENT (SODIC)	238.76 M	0.4865	85.79 M	49.45 M	35.75 M	52.34 M	USD	0.1	USD	0.8936	D
https://s3-symbol-logo.tradingview.com/paradise-entertainment-ltd.svg	1180	https://www.tradingview.com/symbols/HKEX-1180/	PARADISE ENTERTAINMENT LIMITED	139.6 M	0.7104	85.24 M	47.81 M	46.46 M	54.98 M	USD	0.04	USD	4.4912	D
https://s3-symbol-logo.tradingview.com/supreme-plc-ord-gbp010.svg	SUP	https://www.tradingview.com/symbols/LSE-SUP/	SUPREME PLC ORD GBP0.10	306.44 M	0.169	84.29 M	46.32 M	31.87 M	54.38 M	USD	0.26	USD	0.3453	
https://s3-symbol-logo.tradingview.com/avant.svg	3836	https://www.tradingview.com/symbols/TSE-3836/	AVANT GROUP CORPORATION	183.66 M	0.1957	82.71 M	30.99 M	20.98 M	34.37 M	USD	0.57	USD	0.461	D
https://s3-symbol-logo.tradingview.com/atlas-honda.svg	ATLH	https://www.tradingview.com/symbols/PSX-ATLH/	ATLAS HONDA LTD	719.34 M	0.28	82.45 M	57.82 M	53.81 M	—	USD	0.43		0.571	D
	3450	https://www.tradingview.com/symbols/TWSE-3450/	ELITE ADVANCED LASER CORP	271.71 M	0.6674	82.29 M	52.82 M	25.63 M	77.45 M	USD	0.18	USD	#ERROR!	D
